"Date","id","name","min","max","Mean"
2023-04-13,2010,"Cardano",0.428180730530894,0.401874321335196,0.415
2023-04-14,2010,"Cardano",0.444080139043325,0.425177772783534,0.435
2023-04-15,2010,"Cardano",0.460562375505665,0.432808229673382,0.447
2023-04-16,2010,"Cardano",0.457265675621094,0.444282444947507,0.451
2023-04-17,2010,"Cardano",0.451757807616648,0.433168081237355,0.442
2023-04-18,2010,"Cardano",0.447751896111788,0.429621177074777,0.439
2023-04-19,2010,"Cardano",0.443725606637974,0.412038645273301,0.428
2023-04-20,2010,"Cardano",0.421671244168497,0.397399028754571,0.41
2023-04-21,2010,"Cardano",0.406408740989208,0.380415281037102,0.393
2023-04-22,2010,"Cardano",0.398525754317208,0.381717998882612,0.39
2023-04-23,2010,"Cardano",0.396118754185157,0.381974177874175,0.389
2023-04-24,2010,"Cardano",0.39660783977532,0.381285478992452,0.389
2023-03-27,3408,"USD Coin",1.00018825785634,0.998941955682997,1
2023-03-28,3408,"USD Coin",1.0003524985781,0.999184936112433,1
2023-03-29,3408,"USD Coin",1.00031942779695,0.998928053026,1
2023-03-30,3408,"USD Coin",1.00033384078169,0.999154099210954,1
2023-03-31,3408,"USD Coin",1.00028567913277,0.999477392242638,1
2023-04-01,3408,"USD Coin",1.00028144787264,0.999450837211481,1
2023-04-02,3408,"USD Coin",1.00005700363366,0.999191805283397,1
2023-04-03,3408,"USD Coin",1.00048966505256,0.999274353480453,1
2023-04-04,3408,"USD Coin",1.00019517638354,0.999033068883877,1
2023-04-05,3408,"USD Coin",1.00022993274994,0.999259545060208,1
2023-04-06,3408,"USD Coin",1.00020482044616,0.999280690355259,1
2023-04-07,3408,"USD Coin",1.00029312325902,0.998911617498719,1
2023-04-08,3408,"USD Coin",1.00033005828131,0.999437023212243,1
2023-04-09,3408,"USD Coin",1.00040486451039,0.999368270645967,1
2023-04-10,3408,"USD Coin",1.00030980297413,0.999314558523976,1
2023-04-11,3408,"USD Coin",1.00032541135192,0.999033163554793,1
2023-04-12,3408,"USD Coin",1.00034262867788,0.999231981092039,1
2023-04-13,3408,"USD Coin",1.00029864405283,0.999244196893061,1
2023-04-14,3408,"USD Coin",1.00043313115342,0.999036361170922,1
2023-04-15,3408,"USD Coin",1.00032206119085,0.999369209851016,1
2023-04-16,3408,"USD Coin",1.00021836994327,0.998947227715434,1
2023-04-17,3408,"USD Coin",1.00012077408677,0.999178338852273,1
2023-04-18,3408,"USD Coin",1.00037470881281,0.999636223449526,1
2023-04-19,3408,"USD Coin",1.00030885745162,0.999040258527313,1
2023-04-20,3408,"USD Coin",1.00045069454471,0.999458815595604,1
2023-04-21,3408,"USD Coin",1.00080797309736,0.999746373425146,1
2023-04-22,3408,"USD Coin",1.00076016008782,0.999800550832067,1
2023-04-23,3408,"USD Coin",1.0004929851871,0.999541652140659,1
2023-04-24,3408,"USD Coin",1.00044323800533,0.99954718489769,1
2023-03-27,3890,"Polygon",1.1078986408383,1.03018032447372,1.069
2023-03-28,3890,"Polygon",1.10138934993383,1.03447253752431,1.068
2023-03-29,3890,"Polygon",1.14394634963074,1.08641860672217,1.115
2023-03-30,3890,"Polygon",1.13955064480838,1.08331373858486,1.111
2023-03-31,3890,"Polygon",1.12266580763051,1.08001563265539,1.101
2023-04-01,3890,"Polygon",1.12649922859342,1.10228904241658,1.114
2023-04-02,3890,"Polygon",1.12119280110573,1.08374963194443,1.102
2023-04-03,3890,"Polygon",1.11697908346666,1.07388453373521,1.095
2023-04-04,3890,"Polygon",1.14915833432457,1.09425280226368,1.122
2023-04-05,3890,"Polygon",1.16662314087085,1.12607000561214,1.146
2023-04-06,3890,"Polygon",1.1407372984548,1.10990032918367,1.125
2023-04-07,3890,"Polygon",1.1201044844159,1.09849970083096,1.109
2023-04-08,3890,"Polygon",1.11773680501389,1.10178636649946,1.11
2023-04-09,3890,"Polygon",1.11003223514157,1.08705063146082,1.099
2023-04-10,3890,"Polygon",1.12348589788025,1.09096699038831,1.107
2023-04-11,3890,"Polygon",1.13154488388015,1.11081705924323,1.121
2023-04-12,3890,"Polygon",1.11706469816514,1.08521166168957,1.101
2023-04-13,3890,"Polygon",1.1379116945942,1.09826217117159,1.118
2023-04-14,3890,"Polygon",1.19025844175582,1.13466671581987,1.162
2023-04-15,3890,"Polygon",1.18435658481059,1.14746701448583,1.166
2023-04-16,3890,"Polygon",1.18832020078044,1.15429899706904,1.171
2023-04-17,3890,"Polygon",1.18420457187895,1.15153041869923,1.168
2023-04-18,3890,"Polygon",1.18386491733296,1.14600617466175,1.165
2023-04-19,3890,"Polygon",1.17724731160172,1.07741174847339,1.127
2023-04-20,3890,"Polygon",1.09807941383793,1.04111293945144,1.07
2023-04-21,3890,"Polygon",1.05534034632438,1.00484683669915,1.03
2023-04-22,3890,"Polygon",1.02780573087356,1.00813761081595,1.018
2023-04-23,3890,"Polygon",1.03100009688785,0.98550889102921,1.008
2023-04-24,3890,"Polygon",1.02116922547592,0.976417715186097,0.999
2023-03-27,5426,"Solana",20.979824924156,19.5080537509006,20.244
2023-03-28,5426,"Solana",20.7642069194975,19.665567162422,20.215
2023-03-29,5426,"Solana",21.5051443371043,20.4581226521444,20.982
2023-03-30,5426,"Solana",21.5905132127428,20.2329703853466,20.912
2023-03-31,5426,"Solana",21.4419994099107,20.1552426256526,20.799
2023-04-01,5426,"Solana",21.3138892002364,20.8589048996575,21.086
2023-04-02,5426,"Solana",21.2860857966113,20.3156997831608,20.801
2023-04-03,5426,"Solana",20.9340969517737,20.0249034495329,20.48
2023-04-04,5426,"Solana",21.236377742696,20.3527201698493,20.795
2023-04-05,5426,"Solana",21.3191783478809,20.6709774062277,20.995
2023-04-06,5426,"Solana",20.9706214309636,20.5064152351415,20.739
2023-04-07,5426,"Solana",20.7717244587252,20.2676751894486,20.52
2023-04-08,5426,"Solana",20.7132363995987,19.9476963729894,20.33
2023-04-09,5426,"Solana",20.4207058716891,19.9643784139227,20.193
2023-04-10,5426,"Solana",20.9365265685513,20.1157071200212,20.526
2023-04-11,5426,"Solana",23.6359548574015,20.8601943592592,22.248
